,GCA_018363095.1,GCA_005864085.1,GCA_019107585.1,GCA_007989685.1,GCA_002091995.1,GCA_008868595.1,GCA_032466035.1,GCA_032466055.1,GCA_002091975.1,GCA_015476095.1,GCA_001013375.1,GCA_037901485.1,GCA_034477985.1,GCA_028878205.1,GCA_002192215.1,GCA_030217405.1,GCA_030217425.1,GCA_030233995.1,GCA_030224725.1,GCA_000784405.1,GCA_000784375.1,GCA_000735255.1,GCA_030227945.1,GCA_028578945.1,GCA_000311945.1,GCA_000311965.1,GCA_000026525.1,GCA_959021285.1,GCA_028578865.1,GCA_026427555.1,GCA_025190495.1,GCA_036453305.1,GCA_025190605.1,GCA_030480425.1,GCA_024329385.1,GCA_024329345.1,GCA_022643065.1,GCA_022643295.1,GCA_022483205.1,GCA_030215365.1,GCA_024329605.1,GCA_030224505.1,GCA_030361365.1,GCA_030361125.1,GCA_025190575.1
Cluster_3101,BHCLOOGN_00800,IHIOCCOG_01274,IIKIHFAM_00735,,,PDJJOHAK_01919,AKAFKHIB_00962,PGEKGLPN_00967,,HLIHONLB_00227,NJFOCKPD_02225,IHKNOHDK_01008,,BKFCMFHA_02271,NFOMCPMJ_00976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3102,BHCLOOGN_01439,,IIKIHFAM_01250,ONPGDHNE_01305,MANDJAGJ_00390,PDJJOHAK_00768,AKAFKHIB_00370,PGEKGLPN_00374,JJJNDLKA_01860,,,,,,NFOMCPMJ_00372,EJFCCNNF_02199,,CFEINHNO_00878,,LOBNDOLK_02377,,EBGMPJNB_02526,FBEJMFCP_01466,OLANGPCD_02292,,,LIFHEJKG_00448,,JBBKAFNK_02233,,LNBPODHI_01150,,MACPCDBC_01292,DOMIIDFN_00394,,,,,,,,,,,KIINLOME_02786
Cluster_3104,,,IIKIHFAM_01665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3105,,,,ONPGDHNE_02385,MANDJAGJ_00264,,,,JJJNDLKA_00195,,,,OIFGLBJI_00947,,,,,,,,,,,,,,,,,,LNBPODHI_01553,AKEABECF_00121,MACPCDBC_00458,DOMIIDFN_02790,BOLAJOOM_00914,FDANMOFE_01229,GPGJGKIO_02358,DIEEFLKM_02344,LNDNMBPH_02040,HIPACNKA_02813,FCHFEHCH_00891,MJBJNIEB_02165,DKEEAECG_00223,MILOBOJJ_02067,KIINLOME_00179
Cluster_3106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_01521,,,,BOLAJOOM_01255,FDANMOFE_00478,,,,,FCHFEHCH_01225,,,,
Cluster_3107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3111,,,,ONPGDHNE_02225,MANDJAGJ_00090,,,,JJJNDLKA_00507,,,,OIFGLBJI_00987,,,,,,,,,,,,,,,,,,LNBPODHI_00988,AKEABECF_00080,MACPCDBC_00418,DOMIIDFN_02830,BOLAJOOM_00165,FDANMOFE_00168,GPGJGKIO_02522,DIEEFLKM_02547,LNDNMBPH_02082,HIPACNKA_02617,FCHFEHCH_01706,MJBJNIEB_01480,DKEEAECG_00263,MILOBOJJ_02781,KIINLOME_00220
Cluster_3112,,IHIOCCOG_00326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3115,,,,ONPGDHNE_01420,MANDJAGJ_02794,,,,JJJNDLKA_00451,,,,OIFGLBJI_00581,,,,,,,,,,,,,,,,,,LNBPODHI_00220,AKEABECF_01723,MACPCDBC_02199,DOMIIDFN_02400,BOLAJOOM_00429,FDANMOFE_00489,GPGJGKIO_02548,DIEEFLKM_02575,LNDNMBPH_01641,HIPACNKA_02437,FCHFEHCH_00407,MJBJNIEB_02061,DKEEAECG_01126,MILOBOJJ_01427,KIINLOME_01212
Cluster_3116,,,,,,,,,,,,,,,,,,,,,,EBGMPJNB_00614,,OLANGPCD_00932,,,LIFHEJKG_02753,,JBBKAFNK_00976,HMJBHEOA_02759,,,,,,,,,,,,,,,
Cluster_3117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3120,,IHIOCCOG_01357,,,,,,,,HLIHONLB_00138,,IHKNOHDK_00919,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3121,,,,,,,,,,,,,OIFGLBJI_00831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LNBPODHI_01301,,,,,,,,,,,,,,
Cluster_3125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HMJBHEOA_00314,,,,,,,,,,,,,,,
Cluster_3127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDANMOFE_02459,,,,,,,,,
Cluster_3134,,,,,,,,,,,,,,,,,,,,,,,,OLANGPCD_02028,,,LIFHEJKG_01222,,JBBKAFNK_02022,,,,,,,,,,,,,,,,
Cluster_3136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3139,,,,,,,,,,,,,,,,,,CFEINHNO_00535,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3140,BHCLOOGN_01628,,IIKIHFAM_01435,,,PDJJOHAK_01201,AKAFKHIB_00182,PGEKGLPN_00183,,,NJFOCKPD_00255,,,,NFOMCPMJ_00182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3142,,,,ONPGDHNE_00950,MANDJAGJ_02152,,,,JJJNDLKA_01968,,,,OIFGLBJI_02710,,,,,,,,,,,,,,,,,,LNBPODHI_00158,AKEABECF_02292,MACPCDBC_01864,DOMIIDFN_01859,BOLAJOOM_frag_02565_02566,FDANMOFE_02667,GPGJGKIO_00509,DIEEFLKM_00510,LNDNMBPH_01031,HIPACNKA_01995,FCHFEHCH_02483,MJBJNIEB_00846,DKEEAECG_01978,MILOBOJJ_01591,KIINLOME_00594
Cluster_3143,,,,ONPGDHNE_00194,,,,,,,,,OIFGLBJI_02483,,,,,,,,,,,,,,,,,,,AKEABECF_01568,MACPCDBC_02655,DOMIIDFN_01635,,,,,,,,,DKEEAECG_02737,,
Cluster_3144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3151,,,,,,,,,,,,,,,,,FMALMFID_00341,,FGPAAJEO_02260,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3155,BHCLOOGN_02204,IHIOCCOG_01165,IIKIHFAM_02000,,,PDJJOHAK_01752,AKAFKHIB_02477,PGEKGLPN_02480,,HLIHONLB_01761,NJFOCKPD_00805,IHKNOHDK_02533,,BKFCMFHA_01691,NFOMCPMJ_02542,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3156,BHCLOOGN_02440,IHIOCCOG_01907,IIKIHFAM_02232,,,PDJJOHAK_00567,AKAFKHIB_02283,PGEKGLPN_02286,,HLIHONLB_01536,NJFOCKPD_01738,IHKNOHDK_02311,,BKFCMFHA_02527,NFOMCPMJ_02348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3157,,,,ONPGDHNE_02827,MANDJAGJ_01318,,,,JJJNDLKA_01478,,,,OIFGLBJI_00742,BKFCMFHA_01000,,EJFCCNNF_00889,FMALMFID_02115,CFEINHNO_00274,FGPAAJEO_02396,,,,FBEJMFCP_00882,OLANGPCD_01946,,,,CKJAHOFL_00173,JBBKAFNK_01940,HMJBHEOA_02498,,AKEABECF_01139,MACPCDBC_00482,DOMIIDFN_02562;DOMIIDFN_00646,BOLAJOOM_00286,FDANMOFE_00321,,,LNDNMBPH_02665;LNDNMBPH_01806,,FCHFEHCH_00200,,DKEEAECG_00001,,KIINLOME_02133
Cluster_3158,BHCLOOGN_02467,IHIOCCOG_01938,IIKIHFAM_02259,ONPGDHNE_02084,MANDJAGJ_02766,PDJJOHAK_00540,AKAFKHIB_02256,PGEKGLPN_02259,JJJNDLKA_03047,HLIHONLB_01506,NJFOCKPD_01768,IHKNOHDK_02281,OIFGLBJI_00551,BKFCMFHA_02501,NFOMCPMJ_02321,EJFCCNNF_00444,FMALMFID_00256,CFEINHNO_01996,FGPAAJEO_00235,LOBNDOLK_01467,GANNJBHO_01510,EBGMPJNB_02334,FBEJMFCP_00094,OLANGPCD_00633,NPDEIGMH_02641,EIOCMOGA_02279,LIFHEJKG_02326,CKJAHOFL_02394,JBBKAFNK_00563,HMJBHEOA_02314,LNBPODHI_01327,AKEABECF_02436,MACPCDBC_01129,,BOLAJOOM_01326,FDANMOFE_01149,,DIEEFLKM_02556,LNDNMBPH_01607,HIPACNKA_02151,FCHFEHCH_01505,MJBJNIEB_01732,DKEEAECG_01159,MILOBOJJ_01454,KIINLOME_00922
Cluster_3159,,,,,,,,,,HLIHONLB_00678,,IHKNOHDK_01456,,,,EJFCCNNF_00024,,,,,,,,,,,,CKJAHOFL_00385,,,,,,,,,,,,,,,,,
Cluster_3160,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIPACNKA_00148,,MJBJNIEB_02303,DKEEAECG_02867,,
Cluster_3161,,,,ONPGDHNE_02374,MANDJAGJ_01291,,,,JJJNDLKA_01451,,,,OIFGLBJI_00767,,,,,,,,,,,,,,,,,,LNBPODHI_00574,AKEABECF_01164,MACPCDBC_00933,DOMIIDFN_02587,BOLAJOOM_00261,FDANMOFE_00346,,,,HIPACNKA_02083,FCHFEHCH_00175,MJBJNIEB_01659,DKEEAECG_00026,MILOBOJJ_02075,KIINLOME_02160
Cluster_3162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3164,,,,ONPGDHNE_00213,MANDJAGJ_01613,,,,JJJNDLKA_00901,,,,OIFGLBJI_frag_02460_02461,,,,,,,,,,,,,,,,,,LNBPODHI_02511,AKEABECF_01587,MACPCDBC_00817,DOMIIDFN_01616,BOLAJOOM_01361,FDANMOFE_01447,GPGJGKIO_00017,DIEEFLKM_00017,LNDNMBPH_00795,HIPACNKA_00048,FCHFEHCH_01457,MJBJNIEB_02488,DKEEAECG_00452,MILOBOJJ_00902,KIINLOME_02741
Cluster_3165,,,,,,,,,,,,,,,,EJFCCNNF_00857,FMALMFID_02077,CFEINHNO_00244,FGPAAJEO_02358,LOBNDOLK_01685,GANNJBHO_01788,EBGMPJNB_00970,FBEJMFCP_00852,OLANGPCD_01978,NPDEIGMH_01279,EIOCMOGA_01223,LIFHEJKG_02545,CKJAHOFL_00141,JBBKAFNK_01971,HMJBHEOA_02533,,,,,,,,,,,,,,,
Cluster_3166,,,,,,,,,,,,,,,,EJFCCNNF_00465,FMALMFID_00275,CFEINHNO_01971,FGPAAJEO_00254,LOBNDOLK_01494,GANNJBHO_01538,EBGMPJNB_01376,FBEJMFCP_00121,OLANGPCD_00614,NPDEIGMH_01989,EIOCMOGA_02259,LIFHEJKG_02347,CKJAHOFL_01801,JBBKAFNK_00582,HMJBHEOA_02333,,,,,,,,,,,,,,,
Cluster_3167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3171,,,,,,,,,,,,,,,,,,,,LOBNDOLK_01655,GANNJBHO_01750,EBGMPJNB_00658,,,NPDEIGMH_02133,EIOCMOGA_01697,LIFHEJKG_02513,,,,,,,,,,,,,,,,,,
Cluster_3172,BHCLOOGN_02161,IHIOCCOG_01652,IIKIHFAM_01958,,,PDJJOHAK_01707,AKAFKHIB_02522,PGEKGLPN_02525,,HLIHONLB_frag_01817_01818,NJFOCKPD_00765,IHKNOHDK_frag_02587_02588,,BKFCMFHA_01737,NFOMCPMJ_02588,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3173,BHCLOOGN_02213,IHIOCCOG_01175,IIKIHFAM_02009,ONPGDHNE_01652,MANDJAGJ_01331,PDJJOHAK_01762,AKAFKHIB_02467,PGEKGLPN_02470,JJJNDLKA_01491,HLIHONLB_01750,NJFOCKPD_00814,IHKNOHDK_02523,OIFGLBJI_00731,BKFCMFHA_01681,NFOMCPMJ_02532,EJFCCNNF_00900,FMALMFID_02127,CFEINHNO_00289,FGPAAJEO_02408,LOBNDOLK_01640,GANNJBHO_01683,EBGMPJNB_00673,FBEJMFCP_00897,OLANGPCD_01935,NPDEIGMH_02117,EIOCMOGA_01713,LIFHEJKG_02502,CKJAHOFL_00184,JBBKAFNK_01929,HMJBHEOA_02482,LNBPODHI_00327,AKEABECF_01128,MACPCDBC_01417,DOMIIDFN_02551,BOLAJOOM_00297,FDANMOFE_00310,GPGJGKIO_00734,DIEEFLKM_00808,LNDNMBPH_01794,HIPACNKA_01297,FCHFEHCH_00211,MJBJNIEB_00716,DKEEAECG_01695,MILOBOJJ_01231,KIINLOME_02120
Cluster_3174,BHCLOOGN_00676,IHIOCCOG_01522,IIKIHFAM_00614,ONPGDHNE_00637,MANDJAGJ_00541,PDJJOHAK_02736,AKAFKHIB_01091,PGEKGLPN_01096,JJJNDLKA_02388,HLIHONLB_00340,NJFOCKPD_02327,IHKNOHDK_01120,OIFGLBJI_02105,BKFCMFHA_00125,NFOMCPMJ_01156,EJFCCNNF_02612,FMALMFID_00667,CFEINHNO_00537,FGPAAJEO_01403,LOBNDOLK_00361,GANNJBHO_00636,EBGMPJNB_01094,FBEJMFCP_02050,OLANGPCD_00806,NPDEIGMH_01600,EIOCMOGA_00517,LIFHEJKG_01160,CKJAHOFL_00949,JBBKAFNK_00793,HMJBHEOA_01130,LNBPODHI_01405,AKEABECF_00555,MACPCDBC_00877,DOMIIDFN_01265,BOLAJOOM_02859,FDANMOFE_02980,GPGJGKIO_01093,DIEEFLKM_01095,LNDNMBPH_00447,HIPACNKA_01275,FCHFEHCH_02695,MJBJNIEB_01176,DKEEAECG_01619,MILOBOJJ_01078,KIINLOME_02244
Cluster_3175,,,,ONPGDHNE_01410,MANDJAGJ_00496,,,,JJJNDLKA_01798,,,,OIFGLBJI_00005,,,,,,,,,,,,,,,,,,LNBPODHI_00433,AKEABECF_02606,MACPCDBC_02184,DOMIIDFN_01918,BOLAJOOM_01303,FDANMOFE_01212,GPGJGKIO_01394,DIEEFLKM_01461,LNDNMBPH_01090,HIPACNKA_01207,FCHFEHCH_01323,MJBJNIEB_00594,DKEEAECG_02487,MILOBOJJ_02736,KIINLOME_01891
Cluster_3176,BHCLOOGN_01919,IHIOCCOG_02204,IIKIHFAM_01717,,,PDJJOHAK_01449,AKAFKHIB_02797,PGEKGLPN_02800,,HLIHONLB_01967,NJFOCKPD_00509,IHKNOHDK_02735,,BKFCMFHA_00329,NFOMCPMJ_02863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3177,,,,,,,,,,,,,,BKFCMFHA_02823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3178,,,,,,,,,,,,,OIFGLBJI_01369,,,,,,,,,,,,,,,,,,,,,,BOLAJOOM_00238,FDANMOFE_00243,,,,,FCHFEHCH_00110,,,,
Cluster_3179,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3182,,,,,,,,,JJJNDLKA_01871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3183,,,,,,,,,,,,,,,,EJFCCNNF_00830,FMALMFID_00610,,FGPAAJEO_00414,,GANNJBHO_01806,,,,NPDEIGMH_01251,EIOCMOGA_01195,,CKJAHOFL_00114,,HMJBHEOA_02568,,,,,,,,,,,,,,,
Cluster_3184,,,,,,,,,,,,,,,,,FMALMFID_02589,,FGPAAJEO_02590,,,,,OLANGPCD_02228,,,LIFHEJKG_00384,,JBBKAFNK_02296,,,,,,,,,,,,,,,,
Cluster_3185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3186,,,,,,,,,,,,,,,,EJFCCNNF_01579,FMALMFID_01416,,FGPAAJEO_01547,LOBNDOLK_01162,GANNJBHO_01205,,,OLANGPCD_00181,,,LIFHEJKG_01995,CKJAHOFL_00512,JBBKAFNK_00179,HMJBHEOA_01991,,,,,,,,,,,,,,,
Cluster_3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3188,,,,ONPGDHNE_01915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DKEEAECG_02777,,
Cluster_3189,,,,,,,,,,,,,OIFGLBJI_frag_00157_00158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIPACNKA_02110,,MJBJNIEB_01662,,,
Cluster_3191,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3192,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIPACNKA_overlap_51_stop,,MJBJNIEB_overlap_44_stop,DKEEAECG_overlap_41_stop,MILOBOJJ_refound_109,
Cluster_3193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3194,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3195,,,,ONPGDHNE_00562,MANDJAGJ_01894,,,,JJJNDLKA_00110,,,,OIFGLBJI_01836,,,,,,,,,,,,,,,,,,LNBPODHI_02447,AKEABECF_00470,MACPCDBC_02830,DOMIIDFN_00908,BOLAJOOM_00867,FDANMOFE_00868,GPGJGKIO_00534,DIEEFLKM_00535,LNDNMBPH_00093,HIPACNKA_02433,FCHFEHCH_00844,MJBJNIEB_02044,DKEEAECG_01363,MILOBOJJ_00255,KIINLOME_01333
Cluster_3196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3198,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3199,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3201,,,,,,,,,,,,,,,,EJFCCNNF_00556,FMALMFID_02528,CFEINHNO_00743,FGPAAJEO_02529,LOBNDOLK_02241,GANNJBHO_02359,EBGMPJNB_00752;EBGMPJNB_02616,FBEJMFCP_01601,OLANGPCD_01032,NPDEIGMH_00044,EIOCMOGA_02192,LIFHEJKG_00321,CKJAHOFL_01416,JBBKAFNK_01018,HMJBHEOA_00338,,,,,,,,,,,,,,,
Cluster_3202,,,,,,,,,,,,,,,,EJFCCNNF_01269,FMALMFID_01580,CFEINHNO_02481,FGPAAJEO_00514,LOBNDOLK_00986,GANNJBHO_01020,EBGMPJNB_01922,FBEJMFCP_01684,OLANGPCD_01132,NPDEIGMH_02727,EIOCMOGA_02735,LIFHEJKG_01818,CKJAHOFL_02029,JBBKAFNK_01076,HMJBHEOA_01820,,,,,,,,,,,,,,,
Cluster_3203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3204,BHCLOOGN_01597,IHIOCCOG_01706,IIKIHFAM_01404,ONPGDHNE_01517,MANDJAGJ_02437,PDJJOHAK_01169,AKAFKHIB_00214,PGEKGLPN_00216,JJJNDLKA_01202,HLIHONLB_02296,NJFOCKPD_00226,IHKNOHDK_00178,OIFGLBJI_01252,BKFCMFHA_00496,NFOMCPMJ_00214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3207,,,,,,,,,,,,,,,,EJFCCNNF_02410,FMALMFID_00487,CFEINHNO_01681,FGPAAJEO_00661,LOBNDOLK_00936,GANNJBHO_00048,EBGMPJNB_01547,FBEJMFCP_02229,OLANGPCD_01184,NPDEIGMH_02453,EIOCMOGA_02417,LIFHEJKG_01761,CKJAHOFL_01668,JBBKAFNK_01171,HMJBHEOA_01767,,,,,,,,,,,,,,,
Cluster_3208,BHCLOOGN_00133,IHIOCCOG_00640,IIKIHFAM_00074,ONPGDHNE_00925,MANDJAGJ_02177,PDJJOHAK_02357,AKAFKHIB_01642,PGEKGLPN_01646,JJJNDLKA_01993,HLIHONLB_00948,NJFOCKPD_01296,IHKNOHDK_01726,OIFGLBJI_02685,BKFCMFHA_01535,NFOMCPMJ_01707,EJFCCNNF_02434,FMALMFID_00513,CFEINHNO_01950,FGPAAJEO_00687,LOBNDOLK_00912,GANNJBHO_00072,EBGMPJNB_01607,FBEJMFCP_02490,OLANGPCD_01210,NPDEIGMH_02684,EIOCMOGA_02723,LIFHEJKG_01733,CKJAHOFL_01643,JBBKAFNK_01197,HMJBHEOA_01742,LNBPODHI_00133,AKEABECF_02317,MACPCDBC_01889,DOMIIDFN_01834,BOLAJOOM_02591,FDANMOFE_02692,GPGJGKIO_00484,DIEEFLKM_00485,LNDNMBPH_01006,HIPACNKA_01970,FCHFEHCH_02458,MJBJNIEB_00821,DKEEAECG_01953,MILOBOJJ_01566,KIINLOME_00569
Cluster_3209,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FDANMOFE_01682,,,,,,,,,KIINLOME_00897
Cluster_3210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3212,,,,ONPGDHNE_02116,MANDJAGJ_00975,,,,JJJNDLKA_02696,,,,,,,,,,,,,,,,,,,,,,,AKEABECF_01849,MACPCDBC_00654,DOMIIDFN_00285,BOLAJOOM_00188,FDANMOFE_00193,GPGJGKIO_00985,DIEEFLKM_01035,LNDNMBPH_02381,HIPACNKA_00537,FCHFEHCH_00160,MJBJNIEB_02734,DKEEAECG_01793,MILOBOJJ_00746,KIINLOME_00470
Cluster_3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3219,,,,,MANDJAGJ_01419,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3224,,,,,,,,,,,,,,,,EJFCCNNF_02224,,CFEINHNO_00843,,LOBNDOLK_02342,,EBGMPJNB_02557,FBEJMFCP_01501,OLANGPCD_02254,,,LIFHEJKG_00410,,JBBKAFNK_02271,,,,,,,,,,,,,,,,
Cluster_3226,,,,,,,,,,,,,,,,EJFCCNNF_02026,FMALMFID_00979,CFEINHNO_02580,FGPAAJEO_01032,LOBNDOLK_00580,GANNJBHO_00419,EBGMPJNB_00527,FBEJMFCP_00653,OLANGPCD_02180,NPDEIGMH_00952,EIOCMOGA_00295,LIFHEJKG_01379,CKJAHOFL_00624,JBBKAFNK_02175,HMJBHEOA_01345,,,,,,,,,,,,,,,
Cluster_3227,,,,,,,,,,,,,,,,EJFCCNNF_01105,,,,,,,,,,,,CKJAHOFL_00795,,,,,,,,,,,,,,,,,
Cluster_3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cluster_3229,,,,,,,,,,,,,,,,EJFCCNNF_00245,FMALMFID_02339,CFEINHNO_00963,FGPAAJEO_00908,,GANNJBHO_00295,,FBEJMFCP_00180,OLANGPCD_01437,NPDEIGMH_00720,EIOCMOGA_00218,LIFHEJKG_01505,CKJAHOFL_01185,JBBKAFNK_01425,HMJBHEOA_01503,,,,,,,,,,,,,,,
